date,user,name,text,retweet,favorite,location,Post
2022-04-05 06:54:44+00:00,FAnews_Online,FAnews Online Editor,Specialists in the retirement fund space addressed some issues including the impact of COVID-19 on death &amp; disabili… https://t.co/CV0P5jImBY,0,0,South-Africa,Specialists in the retirement fund space addressed some issues including the impact of COVID-19 on death &amp; disabili… https://t.co/CV0P5jImBY
2022-04-05 06:54:41+00:00,markdeanbrown,Mark Brown,"COVID-19 cannot be controlled at borders, and the challenges faced by India are challenges shared by the world. Ind… https://t.co/Qar4CxSQqZ",0,0,United Kingdom,"COVID-19 cannot be controlled at borders, and the challenges faced by India are challenges shared by the world. Ind… https://t.co/Qar4CxSQqZ"
2022-04-05 06:54:35+00:00,SweetyI52227724,Sweety Islam,"@CryptoTowno @CryptoTownAMA @cookie3_co As you know Covid-19 has a large impact in the crypto Market, So How can yo… https://t.co/IP9Ink468F",0,0,,"@CryptoTowno @CryptoTownAMA @cookie3_co As you know Covid-19 has a large impact in the crypto Market, So How can yo… https://t.co/IP9Ink468F"
2022-04-05 06:54:35+00:00,PoliDigitalUK,Politico Digital UK,‘Boozy’ leaving do for woman who wrote Covid rules leads to ‘partygate’ fines || Fixed penalty notices handed to at… https://t.co/Gw0DAtbOBC,0,0,"Chester, England",‘Boozy’ leaving do for woman who wrote Covid rules leads to ‘partygate’ fines || Fixed penalty notices handed to at… https://t.co/Gw0DAtbOBC
2022-04-05 06:54:35+00:00,medcom_id,medcom_id,COVID-19 Patients at Kemayoran Athletes Village Emergency Hospital Down to 127 https://t.co/hwab22yyjU,0,0,"Jakarta Capital Region, Indone",COVID-19 Patients at Kemayoran Athletes Village Emergency Hospital Down to 127 https://t.co/hwab22yyjU
2022-04-05 06:54:12+00:00,LuzanoB,Galileo B. Luzano,P13.5-B COVID-19 vax expiring in July! https://t.co/E6Vsqv0wdk,0,0,,P13.5-B COVID-19 vax expiring in July! https://t.co/E6Vsqv0wdk
2022-04-05 06:54:11+00:00,DesmoulinsMarat,Gilbert du Motier,"@art_shue_ @Toby_Kerr Ontario fewer infections, 2x the pop no cloth mandate, now go share with your 0 followers

https://t.co/zkru9GQoFS",0,0,"Paris, France (not really)","@art_shue_ @Toby_Kerr Ontario fewer infections, 2x the pop no cloth mandate, now go share with your 0 followers

https://t.co/zkru9GQoFS"
2022-04-05 06:54:04+00:00,leonard14624879,leonard white,@BURMESEMOM @JuliaRaifman @WHCOVIDResponse @CDCDirector Doctors and nurses in the hospitals treating covid-19 virus… https://t.co/8C5mJ1kuk5,0,0,"San Diego, CA la Jolla Califor",@BURMESEMOM @JuliaRaifman @WHCOVIDResponse @CDCDirector Doctors and nurses in the hospitals treating covid-19 virus… https://t.co/8C5mJ1kuk5
2022-04-05 06:53:56+00:00,DrDubey1984,DR.SAGAR DUBE,I heartly thank @DrKPSinghYadav ji &amp; all other MP&amp; Mlas of all parties for their support to fulfill the long standi… https://t.co/OaPREAj1YN,1,2,"Pansemal, India",I heartly thank @DrKPSinghYadav ji &amp; all other MP&amp; Mlas of all parties for their support to fulfill the long standi… https://t.co/OaPREAj1YN
2022-04-05 06:53:52+00:00,MikeOtley,Mike Otley,EasyJet cancels hundreds of flights after crews hit by Covid-19 https://t.co/0UXBlq3LLk,0,0,England,EasyJet cancels hundreds of flights after crews hit by Covid-19 https://t.co/0UXBlq3LLk
