title,link,channel,views,time_published,snippet,verified_badge,extensions,Post,file_path
PUSHPA (2022) New Released Hindi Dubbed Movie | South Indian Movies | Action/Drama (Allu Arjun) Film,https://www.youtube.com/watch?v=STcRF01zNfs,"{'channel_name': 'S-Films Group', 'channel_link': 'https://www.youtube.com/c/SFilmsGroup'}",3K watching,,"A labourer named Pushpa makes enemies as he rises in the world of red sandalwood smuggling. However, violence erupts when ...",,LIVE,PUSHPA (2022) New Released Hindi Dubbed Movie | South Indian Movies | Action/Drama (Allu Arjun) Film,26_05_2022-04_38_29-pushpa-partho.csv
"Srivalli (Video) | Pushpa | Allu Arjun, Rashmika Mandanna | Javed Ali | DSP | Sukumar",https://www.youtube.com/watch?v=hcMzwMrr1tE,"{'channel_name': 'T-Series', 'channel_link': 'https://www.youtube.com/aashiqui2'}",442M views,4 months ago,Presenting Hindi Video of the song 'Srivalli' from movie #Pushpa. Goldmines Telefilms PVT LTD & Mythri Movie Makers presents ...,True,4K,"Srivalli (Video) | Pushpa | Allu Arjun, Rashmika Mandanna | Javed Ali | DSP | Sukumar",26_05_2022-04_38_29-pushpa-partho.csv
"Pushpa: Saami Saami - Full Video Song | Allu Arjun, Rashmika Mandanna | Sunidhi C | DSP | Sukumar",https://www.youtube.com/watch?v=vdY5SFZBgnk,"{'channel_name': 'T-Series', 'channel_link': 'https://www.youtube.com/aashiqui2'}",324M views,4 months ago,Presenting Sami Sami Full Video Song from the movie #Pushpa. Goldmines Telefilms PVT LTD & Mythri Movie Makers presents ...,True,4K,"Pushpa: Saami Saami - Full Video Song | Allu Arjun, Rashmika Mandanna | Sunidhi C | DSP | Sukumar",26_05_2022-04_38_29-pushpa-partho.csv
Pushpa Full Movies Hindi Dubbed || puspa khadka movie allu arjun| #pushpa#alluarjun#pushpamovie,https://www.youtube.com/watch?v=s0DKdfZ5K48,"{'channel_name': 'Rohit Sharma Vs Virat Kohli', 'channel_link': 'https://www.youtube.com/channel/UCYPiHPAN_Hg9ndlyIJ0Ao7A'}",9.3K views,3 hours ago,,,New,Pushpa Full Movies Hindi Dubbed || puspa khadka movie allu arjun| #pushpa#alluarjun#pushpamovie,26_05_2022-04_38_29-pushpa-partho.csv
Pushpa - The Rise : Full Movie facts HD 4K | Allu Arjun |Rashmika Mandanna |Faahadh F |Y RaviShankar,https://www.youtube.com/watch?v=LGIUzAXVrQw,"{'channel_name': 'Bollygrad Studioz', 'channel_link': 'https://www.youtube.com/c/BollygradStudioz'}",11M views,7 months ago,"The film's music is composed by Devi Sri Prasad, with cinematography and editing were performed by Miroslaw Kuba Brozek and ...",True,,Pushpa - The Rise : Full Movie facts HD 4K | Allu Arjun |Rashmika Mandanna |Faahadh F |Y RaviShankar,26_05_2022-04_38_29-pushpa-partho.csv
Oo Antava Mawa..Oo Oo Antava Full Video Song | Pushpa Songs | Allu Arjun| DSP |Sukumar |Samantha,https://www.youtube.com/watch?v=u_wB6byrl5k,"{'channel_name': 'Aditya Music', 'channel_link': 'https://www.youtube.com/c/adityamusic'}",246M views,4 months ago,Watch & Enjoy #OoAntavaOoOoAntava Full Video Song From #Pushpa Telugu Movie. #OAntavaSong ...,True,4K,Oo Antava Mawa..Oo Oo Antava Full Video Song | Pushpa Songs | Allu Arjun| DSP |Sukumar |Samantha,26_05_2022-04_38_29-pushpa-partho.csv
"পুষ্পা সিনেমার মারাত্মক ৯৫ টি ভূল || Plenty Mistakes In ""Pushpa: The Rise"" Full Movie | Allu Arjun",https://www.youtube.com/watch?v=Qw2jeFD6Rzo,"{'channel_name': 'UNIQUE FACT', 'channel_link': 'https://www.youtube.com/channel/UC3R9p3LMfQcUFTfUDeZ92lw'}",1M views,3 months ago,BUSINESS EMAIL:- skhp125@gmail.com BUSINESS NUMBER:-01521360491 Instagram ...,,,"পুষ্পা সিনেমার মারাত্মক ৯৫ টি ভূল || Plenty Mistakes In ""Pushpa: The Rise"" Full Movie | Allu Arjun",26_05_2022-04_38_29-pushpa-partho.csv
Pushpa The Police Officer | Bangla funny video | Bad Brothers | It's Omor,https://www.youtube.com/watch?v=A8Bsycjbu0Q,"{'channel_name': 'BAD BROTHERS', 'channel_link': 'https://www.youtube.com/c/BADBROTHERS04'}",6.1M views,3 months ago,This Video was only for fun.So don't take this video seriously. i hope you enjoyed the video.Comment your best part of this video.,True,,Pushpa The Police Officer | Bangla funny video | Bad Brothers | It's Omor,26_05_2022-04_38_29-pushpa-partho.csv
"Oo Bolega ya Oo Oo Bolega Ft Samantha ( Full Video) Pushpa | Allu A, Rashmika|Kanika K, DSP, Sukumar",https://www.youtube.com/watch?v=sqmNziU3OxQ,"{'channel_name': 'T-Series', 'channel_link': 'https://www.youtube.com/aashiqui2'}",283M views,4 months ago,Presenting song Oo Bolega ya Oo Oo Bolega - Full Video Song (Hindi) from the movie #Pushpa. Goldmines Telefilms PVT LTD ...,True,4K,"Oo Bolega ya Oo Oo Bolega Ft Samantha ( Full Video) Pushpa | Allu A, Rashmika|Kanika K, DSP, Sukumar",26_05_2022-04_38_29-pushpa-partho.csv
THE PUSHPA EFFECT,https://www.youtube.com/watch?v=IZYEhPtiJnA,"{'channel_name': 'RnaR', 'channel_link': 'https://www.youtube.com/c/RnaRTuminoL'}",1.7M views,3 months ago,'Auto Auto' #RnaR #Pushpa #BPL ...,True,,THE PUSHPA EFFECT,26_05_2022-04_38_29-pushpa-partho.csv
