title,link,channel,views,time_published,snippet,verified_badge,extensions,Post,file_path
"""Does it Come out of Anywhere Else?"" (Spider-Man: No Way Home Spoiler Meme)",https://www.youtube.com/shorts/aUVStrV7qJI,"{'channel_name': 'tobeymmemes', 'channel_link': 'https://www.youtube.com/channel/UCOAocfWz8BVDJ65c9TMLVEA'}",1.6M views,4 months ago,LAST MEME OF 2021 ▻Paypal: https://www.paypal.com/paypalme/dinor05 ▻Discord: https://discord.gg/h4czPV5PWN Fair Use ...,,4K,"""Does it Come out of Anywhere Else?"" (Spider-Man: No Way Home Spoiler Meme)",26_05_2022-12_20_01-Spiderman no way home-partho.csv
"Spider-Man: No Way Home - Official Behind The Scenes | Tom Holland, Andrew Garfield, Tobey Maguire",https://www.youtube.com/watch?v=6581_NXYDrA,"{'channel_name': 'IGN', 'channel_link': 'https://www.youtube.com/c/IGN'}",2.6M views,3 months ago,Get a behind-the-scenes look at Spider-Man: No Way Home in this new sizzle featurette. The movie releases on Digital on March ...,True,,"Spider-Man: No Way Home - Official Behind The Scenes | Tom Holland, Andrew Garfield, Tobey Maguire",26_05_2022-12_20_01-Spiderman no way home-partho.csv
"Spider-Man: No Way Home FULL MOVIE""2022"" English",https://www.youtube.com/watch?v=D37H_lrWogk,"{'channel_name': 'lndah', 'channel_link': 'https://www.youtube.com/channel/UCpmBW3deXMjolf74urJlmMw'}",13K views,1 day ago,Spider-Man: No Way Home 2022 Spider-Man: No Way Home 2022 trailer Spider-Man: No Way Home 2022 trailer hindi ...,,New,"Spider-Man: No Way Home FULL MOVIE""2022"" English",26_05_2022-12_20_01-Spiderman no way home-partho.csv
Every Reference To Previous Spider-Man Films in No Way Home (With Scenes),https://www.youtube.com/watch?v=dSsMZNiPrMI,"{'channel_name': 'Hickmeister', 'channel_link': 'https://www.youtube.com/c/HickmeisterFilms'}",1M views,2 months ago,"A side by side of Spider-Man No Way Home references, easter eggs and callbacks to the previous Raimi & Webb Spider-Man ...",True,,Every Reference To Previous Spider-Man Films in No Way Home (With Scenes),26_05_2022-12_20_01-Spiderman no way home-partho.csv
Spider-Man: No Way Home (2021) REACTION,https://www.youtube.com/watch?v=ZJ7mwNqZ7vI,"{'channel_name': 'The Homies', 'channel_link': 'https://www.youtube.com/c/TheHomiesReact'}",124K views,1 month ago,Check out our Full Movie/TV Shows Reactions on Patreon :) ✓ PATREON - https://www.patreon.com/thehomiesreact ✓ Michelle ...,,,Spider-Man: No Way Home (2021) REACTION,26_05_2022-12_20_01-Spiderman no way home-partho.csv
LEGO SPIDERMAN VS GTA 5 SPIDERMAN (No Way Home) - WHO IS BEST?,https://www.youtube.com/watch?v=rzgpyBPUVdA,"{'channel_name': 'Kokorix Gaming', 'channel_link': 'https://www.youtube.com/channel/UCGnfZ4vpU6XG8Y2oA9mYOmA'}",3.4M views,3 months ago,,,,LEGO SPIDERMAN VS GTA 5 SPIDERMAN (No Way Home) - WHO IS BEST?,26_05_2022-12_20_01-Spiderman no way home-partho.csv
The Spider-Mans being an iconic trio for 7 minutes - Spider Man: No Way Home,https://www.youtube.com/watch?v=NxAvNbg0Jng,"{'channel_name': 'Gabriellio Mocaccini', 'channel_link': 'https://www.youtube.com/channel/UC6LsIY7EFGJeOvlCOu6QjLw'}",745K views,2 months ago,"MAJOR SPOILER ALERT❗Spider-Man 1 (played by Tom Holland), Spider-Man 2 (played by Tobey Maguire), and Spider-Man 3 ...",,,The Spider-Mans being an iconic trio for 7 minutes - Spider Man: No Way Home,26_05_2022-12_20_01-Spiderman no way home-partho.csv
Spider-Man No Way Home Alternate Ending and Deleted Scenes - Marvel Easter Eggs,https://www.youtube.com/watch?v=7b4Af0h12iA,"{'channel_name': 'Emergency Awesome', 'channel_link': 'https://www.youtube.com/c/emergencyawesome'}",1.8M views,5 months ago,"Covering Spider-Man No Way Home Alternate Ending, Deleted Scenes Easter Eggs and References. Post Credit Scene and Mid ...",True,CC,Spider-Man No Way Home Alternate Ending and Deleted Scenes - Marvel Easter Eggs,26_05_2022-12_20_01-Spiderman no way home-partho.csv
SPIDER-MAN NO WAY HOME OFFICIAL TRAILER REACTION FT. TOM HOLLAND!,https://www.youtube.com/watch?v=JhTLvOvqJ6U,"{'channel_name': 'SUPES', 'channel_link': 'https://www.youtube.com/c/SUPESbecomeahero'}",1.2M views,6 months ago,"In this video, Matt reactS to the official trailer for Spider-Man No Way Home! My Social Media: ...",True,,SPIDER-MAN NO WAY HOME OFFICIAL TRAILER REACTION FT. TOM HOLLAND!,26_05_2022-12_20_01-Spiderman no way home-partho.csv
SPIDER-MAN: NO WAY HOME - Gag Reel (Part 2),https://www.youtube.com/watch?v=sYeQDxAZNeg,"{'channel_name': 'Sony Pictures Entertainment', 'channel_link': 'https://www.youtube.com/c/sonypictures'}",3.1M views,2 months ago,#SpiderManNoWayHome #TomHolland #Zendaya #SpiderMan #SpiderManHomecoming #PeterParker #MJ #GagReel ...,True,,SPIDER-MAN: NO WAY HOME - Gag Reel (Part 2),26_05_2022-12_20_01-Spiderman no way home-partho.csv
Movies to Watch Before Spiderman: No Way Home | Everything You Need To Know | SuperSuper,https://www.youtube.com/watch?v=tg8rWzB70QY,"{'channel_name': 'SuperSuper', 'channel_link': 'https://www.youtube.com/c/SuperSuperOfficial'}",464K views,5 months ago,,True,,Movies to Watch Before Spiderman: No Way Home | Everything You Need To Know | SuperSuper,26_05_2022-12_20_01-Spiderman no way home-partho.csv
SPIDER-MAN: No Way Home Bloopers & Bonus Features (2021),https://www.youtube.com/watch?v=vMQHCZg06-A,"{'channel_name': 'KinoCheck.com', 'channel_link': 'https://www.youtube.com/user/Filme'}",299K views,2 months ago,"Spider-Man: No Way Home (2021) is the new action movie starring Tom Holland, Zendaya and Benedict Cumberbatch.",True,,SPIDER-MAN: No Way Home Bloopers & Bonus Features (2021),26_05_2022-12_20_01-Spiderman no way home-partho.csv
Venom Learns About Iron Man And Hulk (2021) 4K Scene | Venom 2 & Spider man No Way Home End Credit,https://www.youtube.com/watch?v=kkET1ZumJTw,"{'channel_name': 'MovieGasm.com', 'channel_link': 'https://www.youtube.com/channel/UCwBV-eg1dAkzrdjqJfyEj0w'}",3.1M views,3 months ago,"Here are both end credit scenes including Venom into the Multiverse. Original Artwork: @Soluchi {Michael Jackson Lookalike, ...",True,4K,Venom Learns About Iron Man And Hulk (2021) 4K Scene | Venom 2 & Spider man No Way Home End Credit,26_05_2022-12_20_01-Spiderman no way home-partho.csv
"Spider-Man: No Way Home Stars Play WOULD YOU RATHER | Tom Holland, Zendaya, Jacob Batalon",https://www.youtube.com/watch?v=Cc0B4apg4co,"{'channel_name': 'GameSpot Universe', 'channel_link': 'https://www.youtube.com/c/GameSpotUniverse'}",1.1M views,5 months ago,"The stars of Spider-Man: No Way Home reveal which villains in the franchise they'd pick in a game of “Would You Rather"".",,,"Spider-Man: No Way Home Stars Play WOULD YOU RATHER | Tom Holland, Zendaya, Jacob Batalon",26_05_2022-12_20_01-Spiderman no way home-partho.csv
"SPIDER-MAN : NO WAY HOME || 1ST DAY, 1ST SHOW || BEST AUDIENCE REACTION EVER (HD) ||",https://www.youtube.com/watch?v=79J10r0qnWU,"{'channel_name': 'SMnSTUFFS', 'channel_link': 'https://www.youtube.com/channel/UCcGaFW6nfvy04PUZ4gd_nQQ'}",470K views,2 months ago,"First of all, I'm really sorry but I had to delay the Premiere because SONY Blocked few Segments(SOME OF THE MOST HYPED ...",,,"SPIDER-MAN : NO WAY HOME || 1ST DAY, 1ST SHOW || BEST AUDIENCE REACTION EVER (HD) ||",26_05_2022-12_20_01-Spiderman no way home-partho.csv
Spiderman No Way Home OTT Release Date | Spiderman No Way Home OTT Release Date In India,https://www.youtube.com/watch?v=GPFcox9RmP0,"{'channel_name': 'Strangers Reviews', 'channel_link': 'https://www.youtube.com/channel/UC-1kx-Bzkq0IRwm0PD0_ezA'}",101K views,3 months ago,#SpidermanNoWayHomeOTTReleaseDate #SpidermanNoWayHome #MarvelSpidermanNoWayHome . . Queries Solved 1) ...,,,Spiderman No Way Home OTT Release Date | Spiderman No Way Home OTT Release Date In India,26_05_2022-12_20_01-Spiderman no way home-partho.csv
"Tom Holland, Zendaya & Jacob Batalon Answer MORE of the Web's Most Searched Questions | WIRED",https://www.youtube.com/watch?v=iuOYz8zt9J4,"{'channel_name': 'WIRED', 'channel_link': 'https://www.youtube.com/c/WIRED'}",13M views,5 months ago,,True,CC,"Tom Holland, Zendaya & Jacob Batalon Answer MORE of the Web's Most Searched Questions | WIRED",26_05_2022-12_20_01-Spiderman no way home-partho.csv
Film Theory: Is Spiderman ACTUALLY Guilty of Murder? (Spiderman No Way Home),https://www.youtube.com/watch?v=SMNitvVs4k0,"{'channel_name': 'The Film Theorists', 'channel_link': 'https://www.youtube.com/c/FilmTheorists'}",2.5M views,4 months ago,Spoilers for anyone who hasn't seen Spider-Man: No Way Home! The movie opens with Peter Parker dealing with the fallout of ...,True,,Film Theory: Is Spiderman ACTUALLY Guilty of Murder? (Spiderman No Way Home),26_05_2022-12_20_01-Spiderman no way home-partho.csv
Spider-man no way home Marvel Legends/Black Friday figure haul (daily toy hunt),https://www.youtube.com/watch?v=5hGcGyEC77M,"{'channel_name': 'Raphael cejaman', 'channel_link': 'https://www.youtube.com/c/Raphaelcejaman'}",1.7M views,5 months ago,Join me to reach 500k subscribers Fan mail email me @ rubenceja374@yahoo.com https://www.instagram.com/cejamanyoutube/ ...,,,Spider-man no way home Marvel Legends/Black Friday figure haul (daily toy hunt),26_05_2022-12_20_01-Spiderman no way home-partho.csv
Spider-Man No Way Home In The Spider-Verse Are you Spiderman ! Who’s excited for the movie!,https://www.youtube.com/watch?v=956HT8J2JTU,"{'channel_name': 'TikHQ', 'channel_link': 'https://www.youtube.com/channel/UC2fIPrC_IsHkA_cG-agHo3w'}",2M views,4 months ago,internationalspiderman #tiktok #meme.,,,Spider-Man No Way Home In The Spider-Verse Are you Spiderman ! Who’s excited for the movie!,26_05_2022-12_20_01-Spiderman no way home-partho.csv
Spider-Man No Way Home Pitch Meeting,https://www.youtube.com/watch?v=MbmTMEYnEzo,"{'channel_name': 'Screen Rant', 'channel_link': 'https://www.youtube.com/c/ScreenRant'}",2.4M views,5 months ago,Step inside the pitch meeting that led to Spider-Man: No Way Home! Subscribe for more Pitch Meetings: http://goo.gl/ho3Hg6 ...,True,,Spider-Man No Way Home Pitch Meeting,26_05_2022-12_20_01-Spiderman no way home-partho.csv
Spider-Man: No Way Home full movie (2021) HD,https://www.youtube.com/watch?v=9pGkDrL-fQ4,"{'channel_name': 'Spider-Man: No Way Home [2021] FullMovie 📺', 'channel_link': 'https://www.youtube.com/channel/UCIzKdsRj5hsSJwu8zhjJbhQ'}",274 views,1 day ago,Spider-Man: No Way Home™ (2021) Spider-Man: No Way Home Full Movie (2021) HD English WATCH NOW ...,,New,Spider-Man: No Way Home full movie (2021) HD,26_05_2022-12_20_01-Spiderman no way home-partho.csv
Spider Man No Way Home Movie Reaction/Review,https://www.youtube.com/watch?v=qfT6DJS2UZI,"{'channel_name': 'RT TV', 'channel_link': 'https://www.youtube.com/c/RTTV2011'}",107K views,2 months ago,CHECK OUR Patreon for Full REACTION Of This Movie POSTING WITHIN THE HOUR! JOIN HERE: https://patreon.com/rttv_ ...,True,,Spider Man No Way Home Movie Reaction/Review,26_05_2022-12_20_01-Spiderman no way home-partho.csv
Spider-Man: No Way Home Watch FuLL Movie Free,https://www.youtube.com/watch?v=y-L-hKbIb2k,"{'channel_name': 'Fgorisa Uhgfdsazewmulyana', 'channel_link': 'https://www.youtube.com/channel/UCQudDewWqqBosOQhW8A-1Ng'}",3 views,23 hours ago,Spider-Man: No Way Home ~ Full Movie [HD] ✧·︻デFull Movie══━一✧ HD https://t.co/c00a8UKoFC ...,,New,Spider-Man: No Way Home Watch FuLL Movie Free,26_05_2022-12_20_01-Spiderman no way home-partho.csv
New SPIDER-MAN: NO WAY HOME Skins! (Fortnite Chapter 3),https://www.youtube.com/watch?v=Kq3qGUDX1g8,"{'channel_name': 'Typical Gamer', 'channel_link': 'https://www.youtube.com/c/typicalgamer'}",1.6M views,Streamed 5 months ago,"Use my Support a Creator code ""TypicalGamer"" in the Fortnite item shop if you'd like to support me for free! Other channels: TG ...",True,,New SPIDER-MAN: NO WAY HOME Skins! (Fortnite Chapter 3),26_05_2022-12_20_01-Spiderman no way home-partho.csv
SPIDER-MAN: No Way Home Theme | Tobey x Andrew x Tom EPIC MASHUP [Fan-Made],https://www.youtube.com/watch?v=nAGyyLaaCDc,"{'channel_name': 'Samuel Kim Music', 'channel_link': 'https://www.youtube.com/channel/UCuoKuTCQ9dmPIgOgyLm9HgQ'}",3.2M views,9 months ago,All copyright belongs to their respective owners. Original Spider-Man Theme by J. Robert Harris & Paul Francis Webster Sam ...,True,,SPIDER-MAN: No Way Home Theme | Tobey x Andrew x Tom EPIC MASHUP [Fan-Made],26_05_2022-12_20_01-Spiderman no way home-partho.csv
"Spider-Man No Way Home Audience Reactions {Spoilers} | December 16, 2021",https://www.youtube.com/watch?v=xu5ZLwJeScY,"{'channel_name': 'MrFunHunt', 'channel_link': 'https://www.youtube.com/channel/UCxSazpJ3-2s4dRfiMelYsxg'}",244K views,2 months ago,"Thanks for watching..... All Clips Belongs to Marvel Entertainment, Disney and Sony Ent IGNORE . . . TAGS spiderman no way ...",,,"Spider-Man No Way Home Audience Reactions {Spoilers} | December 16, 2021",26_05_2022-12_20_01-Spiderman no way home-partho.csv
Sourav Joshi : NO WAY HOME 😂| ft. MAGGI | Sourav Joshi Memes | @Sourav Joshi Vlogs@Sahil joshi Vlogs,https://www.youtube.com/watch?v=440NZra-sTE,"{'channel_name': 'Sourav Joshi Memes', 'channel_link': 'https://www.youtube.com/c/SouravJoshiMemes'}",3.7M views,4 months ago,Sourav Joshi : NO WAY HOME | ft. MAGGI | Sourav Joshi Memes | @GamerFleet @Sourav Joshi Vlogs @Sahil joshi Vlogs ...,True,,Sourav Joshi : NO WAY HOME 😂| ft. MAGGI | Sourav Joshi Memes | @Sourav Joshi Vlogs@Sahil joshi Vlogs,26_05_2022-12_20_01-Spiderman no way home-partho.csv
Spider-man No Way Home Alternate Ending (What If?),https://www.youtube.com/watch?v=pvOLR_trqd0,"{'channel_name': 'Bigoso Animations', 'channel_link': 'https://www.youtube.com/channel/UCC8nF2Pve7LKcRF2Q5jzGOQ'}",2.8M views,4 months ago,Spider man No Way Home Alternate Ending (What If?) Make sure to like comment and subscribe. Help Support the Channel.,,,Spider-man No Way Home Alternate Ending (What If?),26_05_2022-12_20_01-Spiderman no way home-partho.csv
SPIDER-MAN NO WAY HOME Characters (DLC MOD) - LEGO MARVEL SUPER HEROES 2,https://www.youtube.com/watch?v=7k_5TkVsBac,"{'channel_name': 'GIBORG', 'channel_link': 'https://www.youtube.com/c/GIBORG'}",1M views,2 months ago,,,,SPIDER-MAN NO WAY HOME Characters (DLC MOD) - LEGO MARVEL SUPER HEROES 2,26_05_2022-12_20_01-Spiderman no way home-partho.csv
MJ Sings A Song (Spider-Man: No Way Home Parody NO SPOILERS)(ALBUM IS LIVE!),https://www.youtube.com/watch?v=CEUy_Q2I2p0,"{'channel_name': 'Aaron Fraser-Nash', 'channel_link': 'https://www.youtube.com/c/AaronFraserNash'}",1M views,5 months ago,Beat by The Chivers Beat Company + Connect with the Don + + iTunes - https://itun.es/gb/SeEadb + Spotify ...,True,,MJ Sings A Song (Spider-Man: No Way Home Parody NO SPOILERS)(ALBUM IS LIVE!),26_05_2022-12_20_01-Spiderman no way home-partho.csv
Spiderman No Way Home Alternate Scene | Tom and Andrew Need Help,https://www.youtube.com/watch?v=-e1J04xNatI,"{'channel_name': 'Nulliverse', 'channel_link': 'https://www.youtube.com/channel/UCiZJ1o1IiK314HptadQoeUw'}",2.2M views,1 month ago,"What will tom holland's peter do, if his friend andrew has lost in the battle, can he fight the villain alone, or does he need some ...",,CC,Spiderman No Way Home Alternate Scene | Tom and Andrew Need Help,26_05_2022-12_20_01-Spiderman no way home-partho.csv
Los 3 Spiderman Vs Siniestros | Batalla Final | Parte 1 | Spiderman No Way Home | 4K,https://www.youtube.com/watch?v=_gtZZHD3vEk,"{'channel_name': 'OSCAR', 'channel_link': 'https://www.youtube.com/channel/UCP18BLheo53fr7tCyTaE8iA'}",165K views,2 months ago,3Spiderman #Electro #Sandman #Lagarto #BatallaFinal #SpidermanNoWayHome #4K.,,4K,Los 3 Spiderman Vs Siniestros | Batalla Final | Parte 1 | Spiderman No Way Home | 4K,26_05_2022-12_20_01-Spiderman no way home-partho.csv
SPOILER ALERT - Spiderman No Way Home - Audience Reaction - Grand Rex,https://www.youtube.com/watch?v=IfhQU032qkg,"{'channel_name': 'Xander Motion', 'channel_link': 'https://www.youtube.com/c/XanderMotion'}",1.3M views,4 months ago,"Memories of the 16/12/21 screening of Spiderman No Way Home in Paris, with spoilers and stunt ! Nothing can beat a theater ...",,4K,SPOILER ALERT - Spiderman No Way Home - Audience Reaction - Grand Rex,26_05_2022-12_20_01-Spiderman no way home-partho.csv
Spider-Man: No Way Home (Full Movie 2022),https://www.youtube.com/watch?v=aTF8VbMi3V4,"{'channel_name': 'KY-Spider-Man: No Way Home', 'channel_link': 'https://www.youtube.com/channel/UCjjipZKn7cTCCYijfS52vqA'}",801 views,2 days ago,HD 1080P | 4K UHD | 1080P-HD | 720P HD | MKV | MP4 | FLV | DVD | All Languages | Hungary | English | Spanish | Franch ...,,New,Spider-Man: No Way Home (Full Movie 2022),26_05_2022-12_20_01-Spiderman no way home-partho.csv
মুক্তির দুই সপ্তাহে দারুণ রেকর্ড গড়লো সিনেমাটি | Spider-Man: No Way Home | Somoy TV,https://www.youtube.com/watch?v=VUS_F1LA-04,"{'channel_name': 'SOMOY TV', 'channel_link': 'https://www.youtube.com/c/SomoytvNetupdate'}",6.2K views,4 months ago,Spider_Man_No_Way_Home #Somoy_TV প্রিমিয়ারের মাত্র দুই সপ্তাহের মধ্যেই ...,True,,মুক্তির দুই সপ্তাহে দারুণ রেকর্ড গড়লো সিনেমাটি | Spider-Man: No Way Home | Somoy TV,26_05_2022-12_20_01-Spiderman no way home-partho.csv
SPIDER-MAN: NO WAY HOME - Hindi Dubbed Full Movie Facts (HD) | Tom Holland | Zendaya | Benedict,https://www.youtube.com/watch?v=-cCLi7VwiXw,"{'channel_name': 'Bollygrad Studioz', 'channel_link': 'https://www.youtube.com/c/BollygradStudioz'}",3.3M views,5 months ago,"SPIDER-MAN: NO WAY HOME - Full Movie in Hindi Dubbed Facts (HD) | Tom Holland | Zendaya | Benedict In this video, we are ...",True,,SPIDER-MAN: NO WAY HOME - Hindi Dubbed Full Movie Facts (HD) | Tom Holland | Zendaya | Benedict,26_05_2022-12_20_01-Spiderman no way home-partho.csv
Spider-Man No Way Home In The Spider-Verse | Funny Spider Slack TikTok Compilation 2022,https://www.youtube.com/watch?v=GMjjQ1riF7c,"{'channel_name': 'TikHQ', 'channel_link': 'https://www.youtube.com/channel/UC2fIPrC_IsHkA_cG-agHo3w'}",8.7M views,4 months ago,Funny Spider Slack TikTok Compilation 2022 #10 ▷ Watch more of Spider_Slack here: ...,,,Spider-Man No Way Home In The Spider-Verse | Funny Spider Slack TikTok Compilation 2022,26_05_2022-12_20_01-Spiderman no way home-partho.csv
Spiderman No way home Explain in hindi | The spider man No way home Detailed in hindi | No way home,https://www.youtube.com/watch?v=C2DEp_G3hqQ,"{'channel_name': 'Desibook', 'channel_link': 'https://www.youtube.com/c/Desibook'}",184K views,5 months ago,,True,,Spiderman No way home Explain in hindi | The spider man No way home Detailed in hindi | No way home,26_05_2022-12_20_01-Spiderman no way home-partho.csv
Why It Works: The Apartment Fight | Spider-Man: No Way Home,https://www.youtube.com/watch?v=4Bb8XWCpSTw,"{'channel_name': 'Browntable', 'channel_link': 'https://www.youtube.com/c/Browntable'}",133K views,1 month ago,Spider-Man: No Way Home has become a cultural phenomenon for bringing back beloved Spider-Men to the big screen - Tobey ...,True,,Why It Works: The Apartment Fight | Spider-Man: No Way Home,26_05_2022-12_20_01-Spiderman no way home-partho.csv
Spider-Man No Way Home Recap: EVERY SUIT EXPLAINED in 10 minutes!!,https://www.youtube.com/watch?v=OoU80Z4b_8o,"{'channel_name': 'Mr Mashup', 'channel_link': 'https://www.youtube.com/c/MrMashup'}",2.6M views,6 months ago,"Every live-action cinematic Spider-Man suit worn by Tobey Maguire, Andrew Garfield, & Tom Holland throughout the Raimi films, ...",True,,Spider-Man No Way Home Recap: EVERY SUIT EXPLAINED in 10 minutes!!,26_05_2022-12_20_01-Spiderman no way home-partho.csv
Spider Man No Way Home - Trailer vs Movie Comparison | HD Version,https://www.youtube.com/watch?v=MwTkhFTw2NU,"{'channel_name': 'BIZARRE CLIPS', 'channel_link': 'https://www.youtube.com/channel/UCFcvJ1Lea8GTq-TM_kEnDZQ'}",2.9M views,4 months ago,"NoWayHome #TomHolland #Marvel #BizarreClips Please like, comment, share & subscribe. Support this channel through paypal: ...",,,Spider Man No Way Home - Trailer vs Movie Comparison | HD Version,26_05_2022-12_20_01-Spiderman no way home-partho.csv
Top 10 Things You Missed in Spider-Man No Way Home,https://www.youtube.com/watch?v=lOftTmoggfQ,"{'channel_name': 'WatchMojo.com', 'channel_link': 'https://www.youtube.com/user/WatchMojo'}",780K views,5 months ago,"This MCU flick is jam-packed with awesome details! For this list, we'll be looking at the best Easter Egg, references and callbacks ...",True,,Top 10 Things You Missed in Spider-Man No Way Home,26_05_2022-12_20_01-Spiderman no way home-partho.csv
Spider-Man Rated-R,https://www.youtube.com/watch?v=7g9xcCMdwns,"{'channel_name': 'Corridor', 'channel_link': 'https://www.youtube.com/c/Corridor'}",13M views,5 months ago,"This Episode ▻ Finally, something that explains the Spider-Verse and also handles it accordingly. Shout out to Matt Cairns, Wren ...",True,,Spider-Man Rated-R,26_05_2022-12_20_01-Spiderman no way home-partho.csv
Did You Know That In Spider Man And Spider Man No Way Home,https://www.youtube.com/shorts/QqoSQDKltNQ,"{'channel_name': 'Leaf Media', 'channel_link': 'https://www.youtube.com/channel/UCdpEg4T8Ywlh-dqsGpoz1JQ'}",32K views,1 day ago,"Did you know that in Spider Man and Spider Man No Way Home, Willem Dafoe wears prosthetics teeth, as Norman Osborn, but as ...",,New,Did You Know That In Spider Man And Spider Man No Way Home,26_05_2022-12_20_01-Spiderman no way home-partho.csv
So ... I Saw *SPIDER-MAN: NO WAY HOME* (review/spoiler warnings included in video),https://www.youtube.com/watch?v=kRYe1g34DqI,"{'channel_name': 'ur internet mom ash', 'channel_link': 'https://www.youtube.com/c/urinternetmomash'}",325K views,5 months ago,LINKS AND P.O. BOX BELOW! ⇨ MERCH: https://mythreadz.co/collections/ashley-ippolito?ref=ASH ⇨Music React Channel: ...,,,So ... I Saw *SPIDER-MAN: NO WAY HOME* (review/spoiler warnings included in video),26_05_2022-12_20_01-Spiderman no way home-partho.csv
SPIDER-MAN: NO WAY HOME - Special Features Preview,https://www.youtube.com/watch?v=19pkBDAWPE8,"{'channel_name': 'Sony Pictures Entertainment', 'channel_link': 'https://www.youtube.com/c/sonypictures'}",3.3M views,3 months ago,"SpiderManNoWayHome swings home on Digital March 22 and on 4K Ultra HD and Blu-ray on April 12! Get more Spidey, more ...",True,,SPIDER-MAN: NO WAY HOME - Special Features Preview,26_05_2022-12_20_01-Spiderman no way home-partho.csv
SPIDER-MAN: NO WAY HOME - Trailer E - FR SUB,https://www.youtube.com/watch?v=ZbyZOuJq6LY,"{'channel_name': 'SonyPicturesBelgium', 'channel_link': 'https://www.youtube.com/user/SonyPicturesBelgium'}",177K views,6 months ago,"Spider-man: No Way Home, dès le 15 décembre au cinéma.",,,SPIDER-MAN: NO WAY HOME - Trailer E - FR SUB,26_05_2022-12_20_01-Spiderman no way home-partho.csv
Spider-Man: No Way Home - Coffin Dance Song (COVER),https://www.youtube.com/watch?v=B5K7jx-mzi0,"{'channel_name': 'CODIS', 'channel_link': 'https://www.youtube.com/c/CODIS'}",811K views,5 months ago,CODIS #CoffinDance #SpiderMan.,True,,Spider-Man: No Way Home - Coffin Dance Song (COVER),26_05_2022-12_20_01-Spiderman no way home-partho.csv
Spider-Man No Way Home FULL Review - Marvel Phase 4 Spider-Verse,https://www.youtube.com/watch?v=7M-w62X_Q1M,"{'channel_name': 'Emergency Awesome', 'channel_link': 'https://www.youtube.com/c/emergencyawesome'}",812K views,5 months ago,Covering Full Spider-Man No Way Home Movie Review including Spoiler elements from the movie. Spider-Man Breaks the Entire ...,True,CC,Spider-Man No Way Home FULL Review - Marvel Phase 4 Spider-Verse,26_05_2022-12_20_01-Spiderman no way home-partho.csv
SPIDER-MAN: NO WAY HOME (2021) NEW TRAILER 3 | Marvel Studios & Sony Pictures,https://www.youtube.com/watch?v=6ydoiA4gXwo,"{'channel_name': 'Screen Culture', 'channel_link': 'https://www.youtube.com/c/ScreenCultureOfficial'}",4.9M views,6 months ago,TomHolland #AndrewGarfield #TobeyMaguire Here's 'NEW TRAILER 3' for Marvel Studios' upcoming crossover movie ...,True,,SPIDER-MAN: NO WAY HOME (2021) NEW TRAILER 3 | Marvel Studios & Sony Pictures,26_05_2022-12_20_01-Spiderman no way home-partho.csv
SPIDER-MAN NO WAY HOME (2021) | FIRST TIME WATCHING | MOVIE REACTION,https://www.youtube.com/watch?v=ePJmH77n3bA,"{'channel_name': 'TK Top Movies', 'channel_link': 'https://www.youtube.com/channel/UCrsCn6qeKH8RBDy0J1xlYAw'}",14K views,1 month ago,SPIDER-MAN NO WAY HOME (2021) | FIRST TIME WATCHING | MOVIE REACTION Hey EVERYONE! If this is your first time ...,,,SPIDER-MAN NO WAY HOME (2021) | FIRST TIME WATCHING | MOVIE REACTION,26_05_2022-12_20_01-Spiderman no way home-partho.csv
Spider Man - No Way Home | #442oons #442oonsclips,https://www.youtube.com/watch?v=9yJdI3M3BQQ,"{'channel_name': '442oons clips', 'channel_link': 'https://www.youtube.com/channel/UCW0zuz2FFDC1JawDpIDWgaA'}",40K views,5 days ago,Spider Man No Way Home Auditions (#1) This video taked from @442oons Link to OG video⤵️ https://youtu.be/8YM7-CwLrGc ...,,New,Spider Man - No Way Home | #442oons #442oonsclips,26_05_2022-12_20_01-Spiderman no way home-partho.csv
PUBG MOBILE | Spider-Man: No Way Home Collaboration,https://www.youtube.com/watch?v=cRZ9sPzPvDo,"{'channel_name': 'PUBG MOBILE', 'channel_link': 'https://www.youtube.com/c/PUBGMOBILE'}",23M views,4 months ago,The multiverses collided and there's a new face on the battlegrounds! Make sure to greet your friendly neighborhood ...,True,,PUBG MOBILE | Spider-Man: No Way Home Collaboration,26_05_2022-12_20_01-Spiderman no way home-partho.csv
SPIDER-MAN: No Way Home All Clips & Trailer (2021),https://www.youtube.com/watch?v=rlsMVfoTRzc,"{'channel_name': 'KinoCheck.com', 'channel_link': 'https://www.youtube.com/user/Filme'}",324K views,4 months ago,"Spider-Man: No Way Home (2021) is the new action movie starring Tom Holland, Zendaya and Benedict Cumberbatch.",True,,SPIDER-MAN: No Way Home All Clips & Trailer (2021),26_05_2022-12_20_01-Spiderman no way home-partho.csv
SPIDER-MAN: NO WAY HOME Bloopers Gag Reel - Reaction!,https://www.youtube.com/watch?v=uyX2AhMVmdc,"{'channel_name': 'GETJaby', 'channel_link': 'https://www.youtube.com/c/GETJaby'}",123K views,2 months ago,"Now that all the craze & excitement of Spider-Man No Way Home has settled a little bit, we are finally getting access to some BTS ...",,,SPIDER-MAN: NO WAY HOME Bloopers Gag Reel - Reaction!,26_05_2022-12_20_01-Spiderman no way home-partho.csv
